1,0.01354
2,0.02665
3,0.04052
4,0.04249
5,0.04076
6,0.04236
7,0.03986
8,0.03964
9,0.03783
10,0.03634
11,0.03183
12,0.03021
13,0.02547
14,0.02397
15,0.0205
16,0.01761
17,0.01451
18,0.01163
19,0.00882
20,0.00729
21,0.00528
22,0.00409
23,0.00292
24,0.00207
25,0.00129
26,0.00103
27,0.00046
28,0.00039
29,0.00021
30,0.00012
31,3e-05
32,2e-05
33,2e-05
34,0
35,0
36,0
37,0
38,0
39,0
40,0
-1,0.01853
-2,0.03603
-3,0.03367
-4,0.03507
-5,0.03169
-6,0.03232
-7,0.02732
-8,0.029
-9,0.02527
-10,0.02459
-11,0.02032
-12,0.01948
-13,0.01611
-14,0.01609
-15,0.01257
-16,0.01124
-17,0.00884
-18,0.00752
-19,0.00602
-20,0.00517
-21,0.00335
-22,0.00322
-23,0.00196
-24,0.00155
-25,0.00118
-26,0.0008
-27,0.00048
-28,0.00039
-29,0.00018
-30,0.0001
-31,9e-05
-32,3e-05
-33,3e-05
-34,2e-05
-35,2e-05
-36,0
-37,0
-38,0
-39,0
-40,0
-41,0
-42,0
-43,0
-44,0
