1,0.01317
2,0.02618
3,0.04168
4,0.04297
5,0.04066
6,0.04028
7,0.03724
8,0.03583
9,0.03118
10,0.02954
11,0.02589
12,0.02359
13,0.01988
14,0.01677
15,0.01415
16,0.01089
17,0.00862
18,0.00757
19,0.00488
20,0.00397
21,0.00251
22,0.00203
23,0.00102
24,0.00071
25,0.00048
26,0.00027
27,0.00013
28,8e-05
29,6e-05
30,1e-05
31,1e-05
32,1e-05
33,0
34,0
35,0
36,0
37,0
-1,0.01893
-2,0.0382
-3,0.03565
-4,0.03791
-5,0.03527
-6,0.03633
-7,0.03216
-8,0.03435
-9,0.02968
-10,0.02969
-11,0.02667
-12,0.02557
-13,0.02149
-14,0.02046
-15,0.01712
-16,0.01554
-17,0.01289
-18,0.01172
-19,0.00887
-20,0.00752
-21,0.00565
-22,0.00466
-23,0.00302
-24,0.00278
-25,0.0019
-26,0.00128
-27,0.0009
-28,0.00059
-29,0.00045
-30,0.00025
-31,0.0001
-32,6e-05
-33,8e-05
-34,0
-35,1e-05
-36,0
-37,0
-38,0
-39,0
-40,0
-41,0
-42,0
-43,0
