1,0.00521
2,0.01102
3,0.01874
4,0.02039
5,0.02432
6,0.0273
7,0.03182
8,0.03366
9,0.03898
10,0.04019
11,0.0456
12,0.04653
13,0.0502
14,0.04964
15,0.05228
16,0.05035
17,0.05198
18,0.04687
19,0.04635
20,0.04294
21,0.03934
22,0.03366
23,0.02975
24,0.0233
25,0.01921
26,0.01527
27,0.01116
28,0.00779
29,0.00584
30,0.00335
31,0.00245
32,0.00119
33,0.0006
34,0.0004
35,0.00012
36,3e-05
37,6e-05
38,1e-05
39,0
-1,0.00727
-2,0.01267
-3,0.01161
-4,0.00911
-5,0.00798
-6,0.00611
-7,0.00473
-8,0.00334
-9,0.003
-10,0.00204
-11,0.00126
-12,0.00086
-13,0.00078
-14,0.0006
-15,0.00034
-16,0.00018
-17,0.00011
-18,8e-05
-19,3e-05
-20,0
-21,0
-22,1e-05
-23,0
-24,0
-25,0
-26,0
-27,0
-28,0
-29,0
-30,0
