1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,1e-05
9,1e-05
10,0
11,0
12,0
13,1e-05
14,1e-05
15,4e-05
16,4e-05
17,8e-05
18,0.00012
19,0.00014
20,0.00016
21,0.00025
22,0.00046
23,0.00057
24,0.00084
25,0.00134
26,0.00173
27,0.00264
28,0.00378
29,0.0056
30,0.00738
31,0.01109
32,0.01382
33,0.0201
34,0.02389
35,0.03297
36,0.03932
37,0.05201
38,0.05831
39,0.07262
40,0.07997
41,0.09242
42,0.09218
43,0.09635
44,0.08878
45,0.07614
46,0.0579
47,0.0387
48,0.02141
49,0.00681
-1,0
-2,1e-05
-3,0
-4,0
-5,0
-6,0
-7,0
-8,0
-9,0
-10,0
