1,0.00476
2,0.01013
3,0.01602
4,0.01785
5,0.02095
6,0.0229
7,0.02641
8,0.02776
9,0.03137
10,0.03264
11,0.03633
12,0.03587
13,0.04172
14,0.04005
15,0.04475
16,0.0423
17,0.04618
18,0.04365
19,0.04347
20,0.04066
21,0.03994
22,0.0372
23,0.03523
24,0.03102
25,0.02872
26,0.02438
27,0.02166
28,0.01788
29,0.01541
30,0.01235
31,0.00942
32,0.00745
33,0.00565
34,0.00392
35,0.00273
36,0.00209
37,0.00116
38,0.00072
39,0.00042
40,0.00027
41,0.00013
42,0.00014
43,3e-05
44,0
45,0
46,0
47,0
48,0
49,0
50,0
-1,0.00701
-2,0.01087
-3,0.01033
-4,0.00879
-5,0.0081
-6,0.00638
-7,0.00595
-8,0.00402
-9,0.00358
-10,0.00297
-11,0.00213
-12,0.0017
-13,0.00143
-14,0.00091
-15,0.00049
-16,0.00051
-17,0.00036
-18,0.00028
-19,0.00015
-20,0.00012
-21,9e-05
-22,4e-05
-23,3e-05
-24,6e-05
-25,1e-05
-26,1e-05
-27,0
-28,0
-29,0
-30,0
-31,0
-32,0
-33,0
-34,0
-35,0
-36,0
-37,0
-38,0
-39,0
-40,0
-41,0
