1,0
2,1e-05
3,3e-05
4,3e-05
5,5e-05
6,6e-05
7,7e-05
8,0.00011
9,0.00014
10,0.00018
11,0.00033
12,0.00027
13,0.00048
14,0.00081
15,0.0011
16,0.00121
17,0.00183
18,0.00243
19,0.00341
20,0.00484
21,0.00569
22,0.00765
23,0.00965
24,0.0127
25,0.01546
26,0.02099
27,0.02335
28,0.03135
29,0.03471
30,0.04308
31,0.04726
32,0.05611
33,0.05987
34,0.06831
35,0.06783
36,0.07417
37,0.07028
38,0.0713
39,0.06336
40,0.05676
41,0.04628
42,0.03694
43,0.02628
44,0.01627
45,0.01002
46,0.00446
47,0.00216
48,0.0003
-1,1e-05
-2,2e-05
-3,0
-4,0
-5,0
-6,0
-7,0
-8,0
-9,0
-10,0
-11,0
-12,0
-13,0
-14,0
-15,0
-16,0
