1,0.0111
2,0.02128
3,0.03101
4,0.02548
5,0.02173
6,0.01792
7,0.01382
8,0.01013
9,0.00722
10,0.00509
11,0.00359
12,0.00213
13,0.00126
14,0.00053
15,0.00041
16,0.0002
17,4e-05
18,1e-05
19,0
20,0
21,0
-1,0.01541
-2,0.02885
-3,0.03541
-4,0.03541
-5,0.04063
-6,0.04182
-7,0.04698
-8,0.04629
-9,0.05106
-10,0.04784
-11,0.05283
-12,0.04764
-13,0.04839
-14,0.04497
-15,0.04457
-16,0.03627
-17,0.03688
-18,0.02883
-19,0.02577
-20,0.01965
-21,0.01624
-22,0.01101
-23,0.00945
-24,0.00594
-25,0.00417
-26,0.00242
-27,0.00138
-28,0.00055
-29,0.00029
-30,0.0001
-31,1e-05
-32,0
