1,0.0001
2,0.00021
3,0.00038
4,0.00052
5,0.00064
6,0.00107
7,0.00128
8,0.00174
9,0.00263
10,0.00331
11,0.0038
12,0.00485
13,0.00653
14,0.00868
15,0.01013
16,0.01441
17,0.01498
18,0.02066
19,0.02277
20,0.02887
21,0.03105
22,0.03899
23,0.04229
24,0.05113
25,0.05148
26,0.05859
27,0.06012
28,0.06564
29,0.0632
30,0.06427
31,0.05988
32,0.05779
33,0.04985
34,0.04385
35,0.03508
36,0.0273
37,0.02019
38,0.0134
39,0.00873
40,0.00519
41,0.00263
42,0.00087
43,0.00021
44,2e-05
-1,0.0001
-2,0.00026
-3,0.00011
-4,0.00013
-5,7e-05
-6,2e-05
-7,1e-05
-8,0
-9,0
-10,0
-11,0
-12,0
-13,0
-14,0
-15,0
-16,0
-17,0
-18,0
-19,0
-20,0
