1,0.01674
2,0.03252
3,0.04985
4,0.05164
5,0.04821
6,0.04654
7,0.04289
8,0.03994
9,0.03353
10,0.03021
11,0.02542
12,0.02101
13,0.01611
14,0.01267
15,0.00927
16,0.0066
17,0.00449
18,0.00304
19,0.00183
20,0.00083
21,0.00051
22,0.00021
23,0.00012
24,3e-05
25,2e-05
26,0
27,0
-1,0.02253
-2,0.04467
-3,0.04213
-4,0.04442
-5,0.04107
-6,0.04222
-7,0.03625
-8,0.03602
-9,0.03043
-10,0.03152
-11,0.02555
-12,0.02405
-13,0.0189
-14,0.01717
-15,0.01286
-16,0.01112
-17,0.00821
-18,0.00608
-19,0.00334
-20,0.00297
-21,0.00179
-22,0.00117
-23,0.00067
-24,0.00034
-25,0.00014
-26,0.00011
-27,3e-05
-28,1e-05
-29,0
-30,1e-05
-31,0
