1,0.00486
2,0.0098
3,0.01258
4,0.00912
5,0.00652
6,0.00448
7,0.00273
8,0.00169
9,0.00087
10,0.00054
11,0.0002
12,8e-05
13,4e-05
14,1e-05
15,0
16,0
-1,0.00697
-2,0.01403
-3,0.01867
-4,0.0196
-5,0.02328
-6,0.0269
-7,0.03338
-8,0.03407
-9,0.04061
-10,0.04264
-11,0.05025
-12,0.05045
-13,0.05689
-14,0.05516
-15,0.06025
-16,0.05628
-17,0.05927
-18,0.05323
-19,0.05222
-20,0.04378
-21,0.04044
-22,0.03149
-23,0.02504
-24,0.01898
-25,0.01452
-26,0.00844
-27,0.00541
-28,0.00245
-29,0.00136
-30,0.0003
-31,0.00013
