1,0.00531
2,0.01025
3,0.01354
4,0.0111
5,0.00901
6,0.00601
7,0.00388
8,0.00275
9,0.00187
10,0.00137
11,0.00072
12,0.0004
13,0.00023
14,0.00011
15,5e-05
16,0
17,0
18,0
19,0
20,0
-1,0.00749
-2,0.01618
-3,0.01646
-4,0.02184
-5,0.02229
-6,0.02685
-7,0.02775
-8,0.0356
-9,0.03439
-10,0.04276
-11,0.04275
-12,0.04832
-13,0.04717
-14,0.05303
-15,0.0497
-16,0.05254
-17,0.04951
-18,0.05124
-19,0.04629
-20,0.04479
-21,0.0377
-22,0.03575
-23,0.02946
-24,0.02639
-25,0.01991
-26,0.0159
-27,0.01095
-28,0.00853
-29,0.00491
-30,0.00363
-31,0.00179
-32,0.00105
-33,0.00035
-34,0.00011
-35,3e-05
-36,0
