1,0.01484
2,0.02937
3,0.04423
4,0.04818
5,0.04393
6,0.04481
7,0.04231
8,0.03984
9,0.03619
10,0.0341
11,0.02979
12,0.02663
13,0.02214
14,0.0191
15,0.01526
16,0.01156
17,0.00956
18,0.0066
19,0.00495
20,0.0034
21,0.0023
22,0.00138
23,0.00085
24,0.00049
25,0.0002
26,0.00015
27,4e-05
28,2e-05
29,1e-05
30,0
31,0
32,0
33,0
-1,0.02033
-2,0.03933
-3,0.03767
-4,0.03896
-5,0.03584
-6,0.0364
-7,0.03202
-8,0.03385
-9,0.02833
-10,0.02775
-11,0.02341
-12,0.02131
-13,0.01759
-14,0.01669
-15,0.01296
-16,0.01137
-17,0.00888
-18,0.00732
-19,0.00493
-20,0.00387
-21,0.00275
-22,0.00217
-23,0.00159
-24,0.00103
-25,0.00063
-26,0.00039
-27,0.00018
-28,0.00013
-29,5e-05
-30,4e-05
-31,1e-05
-32,0
-33,0
-34,0
-35,0
-36,0
-37,0
