1,0.00183
2,0.00322
3,0.00496
4,0.00344
5,0.00222
6,0.00133
7,0.00092
8,0.00063
9,0.00026
10,0.00023
11,0.00015
12,2e-05
13,1e-05
14,2e-05
15,0
16,0
17,0
18,0
19,0
20,0
-1,0.00263
-2,0.00566
-3,0.00654
-4,0.00783
-5,0.00903
-6,0.01126
-7,0.01259
-8,0.01618
-9,0.0165
-10,0.02171
-11,0.02255
-12,0.0267
-13,0.02792
-14,0.03474
-15,0.03657
-16,0.04184
-17,0.04218
-18,0.0484
-19,0.04611
-20,0.05289
-21,0.0484
-22,0.05275
-23,0.04852
-24,0.05246
-25,0.04581
-26,0.04628
-27,0.03804
-28,0.03564
-29,0.02932
-30,0.0262
-31,0.01963
-32,0.01637
-33,0.01105
-34,0.00834
-35,0.00513
-36,0.00346
-37,0.00176
-38,0.00117
-39,0.00046
-40,0.00011
-41,4e-05
-42,0
