1,0.00225
2,0.00416
3,0.00565
4,0.0036
5,0.00219
6,0.00165
7,0.00088
8,0.00059
9,0.00018
10,0.0001
11,6e-05
12,3e-05
13,3e-05
14,0
15,0
16,0
-1,0.00286
-2,0.00626
-3,0.00837
-4,0.00926
-5,0.01201
-6,0.01317
-7,0.01717
-8,0.01866
-9,0.02381
-10,0.02581
-11,0.03247
-12,0.03475
-13,0.04015
-14,0.04374
-15,0.05001
-16,0.04988
-17,0.05851
-18,0.05535
-19,0.0604
-20,0.05666
-21,0.06136
-22,0.05314
-23,0.05327
-24,0.04259
-25,0.0399
-26,0.03139
-27,0.02662
-28,0.01865
-29,0.01402
-30,0.00855
-31,0.00542
-32,0.00263
-33,0.00122
-34,0.00052
-35,6e-05
