1,0.00067
2,0.00116
3,0.00221
4,0.00359
5,0.00414
6,0.00558
7,0.00648
8,0.00855
9,0.01019
10,0.01373
11,0.0152
12,0.02003
13,0.02306
14,0.02872
15,0.03186
16,0.03967
17,0.04373
18,0.04969
19,0.05192
20,0.05927
21,0.06034
22,0.06484
23,0.06342
24,0.06423
25,0.05948
26,0.05787
27,0.04924
28,0.0426
29,0.03479
30,0.02799
31,0.02023
32,0.0136
33,0.0084
34,0.0051
35,0.00232
36,0.00091
37,0.00025
38,4e-05
-1,0.00088
-2,0.00143
-3,0.00079
-4,0.0007
-5,0.00036
-6,0.00036
-7,0.00021
-8,7e-05
-9,8e-05
-10,2e-05
-11,1e-05
-12,0
-13,0
-14,0
-15,0
-16,0
-17,0
-18,0
-19,0
-20,0
