1,0.01797
2,0.03529
3,0.05727
4,0.05375
5,0.05409
6,0.0502
7,0.04616
8,0.04043
9,0.03686
10,0.03035
11,0.02502
12,0.01878
13,0.01426
14,0.01051
15,0.00691
16,0.00422
17,0.00231
18,0.00167
19,0.0006
20,0.0002
21,0.0001
22,1e-05
23,1e-05
-1,0.02511
-2,0.04578
-3,0.04981
-4,0.04484
-5,0.04612
-6,0.04168
-7,0.04182
-8,0.03461
-9,0.03385
-10,0.02698
-11,0.0254
-12,0.02026
-13,0.01669
-14,0.01199
-15,0.0103
-16,0.00608
-17,0.00496
-18,0.00292
-19,0.00209
-20,0.00087
-21,0.00057
-22,0.00024
-23,4e-05
-24,3e-05
-25,0
-26,0
