1,0.0088
2,0.01697
3,0.023
4,0.01929
5,0.01555
6,0.0124
7,0.00922
8,0.00627
9,0.00427
10,0.00323
11,0.00204
12,0.00124
13,0.00084
14,0.00041
15,0.00012
16,6e-05
17,4e-05
18,0
19,0
20,0
21,0
-1,0.01172
-2,0.02314
-3,0.02816
-4,0.02965
-5,0.03488
-6,0.03548
-7,0.04169
-8,0.04134
-9,0.04737
-10,0.04622
-11,0.05121
-12,0.04817
-13,0.0522
-14,0.04739
-15,0.05012
-16,0.04444
-17,0.04319
-18,0.03701
-19,0.03503
-20,0.02938
-21,0.02614
-22,0.01981
-23,0.01685
-24,0.01198
-25,0.00914
-26,0.00584
-27,0.00397
-28,0.00229
-29,0.00144
-30,0.00064
-31,0.00027
-32,5e-05
-33,4e-05
-34,1e-05
