1,0.00207
2,0.00411
3,0.00714
4,0.00976
5,0.01081
6,0.01356
7,0.01491
8,0.01906
9,0.0208
10,0.02514
11,0.02707
12,0.03258
13,0.0357
14,0.04068
15,0.0423
16,0.0476
17,0.04834
18,0.05389
19,0.04985
20,0.05479
21,0.05269
22,0.05296
23,0.04746
24,0.04717
25,0.04308
26,0.0378
27,0.03232
28,0.02776
29,0.02127
30,0.01733
31,0.01312
32,0.00898
33,0.00622
34,0.0039
35,0.00227
36,0.00149
37,0.00059
38,0.00031
39,0.00014
40,3e-05
41,1e-05
42,0
-1,0.00292
-2,0.00486
-3,0.00402
-4,0.00306
-5,0.00228
-6,0.00199
-7,0.00129
-8,0.00092
-9,0.0005
-10,0.00042
-11,0.00024
-12,0.00019
-13,8e-05
-14,0.0001
-15,4e-05
-16,1e-05
-17,2e-05
-18,0
-19,0
-20,0
-21,1e-05
-22,0
-23,0
-24,0
-25,0
-26,0
-27,0
-28,0
