1,0.00507
2,0.01139
3,0.02056
4,0.02311
5,0.02803
6,0.0316
7,0.0375
8,0.04012
9,0.04741
10,0.04865
11,0.05612
12,0.05569
13,0.0612
14,0.06025
15,0.06208
16,0.05766
17,0.05649
18,0.05113
19,0.04486
20,0.03704
21,0.03118
22,0.02315
23,0.01758
24,0.01259
25,0.00804
26,0.00493
27,0.0025
28,0.00138
29,0.00034
30,0.00011
31,4e-05
-1,0.00744
-2,0.01253
-3,0.01089
-4,0.00813
-5,0.00637
-6,0.00507
-7,0.00356
-8,0.00315
-9,0.00187
-10,0.00142
-11,0.00076
-12,0.00043
-13,0.00022
-14,0.0002
-15,0.00012
-16,2e-05
-17,1e-05
-18,1e-05
-19,1e-05
-20,0
-21,0
-22,0
